PG.ProteinGroups,"[1] 1_2-A,1_1_9293","[2] 3_2-A,2_1_9297","[3] 4_2-A,3_1_9281","[4] 5_2-A,4_1_9305","[5] 6_2-A,5_1_9287","[6] 7_2-A,6_1_9303","[8] 9_2-A,8_1_9288","[9] 10_2-A,9_1_9292","[10] 12_2-A,10_1_9299","[11] 15_2-A,11_1_9280","[12] 16_2-A,12_1_9308","[13] 17_2-B,1_1_9284","[14] 23_2-B,2_1_9289","[15] 25_2-B,3_1_9304","[16] 26_2-B,4_1_9282","[17] 27_2-B,5_1_9296","[18] 28_2-B,6_1_9283","[19] 29_2-B,7_1_9307","[20] 34_2-B,8_1_9309","[21] 42_2-B,9_1_9294","[22] 43_2-B,10_1_9302","[23] 44_2-B,11_1_9300","[24] 46_2-B,12_1_9301","[25] 47_2-C,1_1_9285","[26] 53_2-C,2_1_9310","[27] 56_2-C,3_1_9290","[28] 57_2-C,4_1_9306","[29] 58_2-C,5_1_9291","[30] 61_2-C,6_1_9298","[31] QC01_2-C,7_1_9279","[32] QC02_2-C,8_1_9295","[33] QC03_2-C,9_1_9311"
Q8UVK2,307.4846802,308.0186768,301.4297485,321.2351685,274.1083374,331.0348816,309.8374634,298.8482361,331.7432556,326.8040161,296.9934692,329.1842957,296.5358582,288.2317505,273.5868835,288.0698547,281.1484375,282.3787842,313.5675049,301.8757019,288.3362122,276.0936584,306.2285461,326.8031311,318.6526489,337.2620544,320.1251831,318.4316406,315.8929749,335.0937195,312.9012756,318.5138245
Q90275,3202.848877,3257.324951,2904.423584,3288.900879,3146.537842,3336.736328,3151.830566,3155.669678,3225.486328,3310.759033,3083.985107,3420.530518,3212.532715,3156.118652,3229.994385,3244.141113,3208.474121,2762.030029,3012.480713,3129.069092,3063.368896,3167.884521,3125.758789,3360.638916,3199.048828,3236.989258,3096.326416,3135.818359,3160.849365,3203.968506,3329.104736,3231.534912
Q90417,66.56253052,44.08274078,22.38490295,50.31300354,39.33138275,51.12506104,44.68777084,26.07611847,41.7885437,21.93434715,44.24166489,44.95803833,34.02955246,33.12360382,33.38599396,33.20904541,19.72950745,26.7288723,30.72755241,21.77772522,33.26543808,NaN,53.51695633,NaN,38.42985916,52.48673248,16.75504875,27.62842941,46.25935364,NaN,44.11299896,36.10131454
Q90457,273.9947815,236.6611786,242.041153,276.8122253,225.6692352,246.2509003,254.837204,243.6834259,250.8716278,228.413147,234.677124,256.0905457,248.3876648,235.4722443,226.1401978,240.074295,262.7310791,182.7992401,206.7845001,235.3732758,253.9048767,230.2125702,256.0637512,233.9870148,238.6763611,243.2088928,250.361145,228.8406982,243.8605957,217.7392273,240.9909515,274.7180176
Q90460,1549.344727,1530.438232,1538.413696,1671.386963,1601.075684,1650.734253,1575.622559,1570.866699,1635.482056,1623.123291,1518.103638,1643.159912,1654.536377,1589.239014,1574.792236,1529.995117,1509.936401,1036.257568,1372.637573,1513.102295,1525.971924,1413.696167,1608.878418,1665.573608,1626.252319,1682.461792,1517.519287,1828.615845,1598.302979,1681.39209,1489.494629,1563.896973
Q90462,1184.625244,1096.905884,1335.588623,1064.995728,1245.210327,1483.182373,1307.636353,1200.185425,982.1998291,1184.02063,1409.345215,1150.730103,1360.224487,1305.061279,1046.994629,1126.367676,1297.077393,919.3869629,1223.147095,1350.868042,939.6890869,1002.960144,1107.504639,1101.286987,1076.473022,1409.83252,1379.051147,1437.968628,1064.26062,1515.974731,1144.796021,1345.82019
Q90473,7908.530273,7619.016602,7541.765137,8176.478516,8385.822266,7469.931641,7036.061035,7020.459961,6413.138184,6617.315918,6309.288086,7012.869629,7915.276855,7120.505859,6703.112793,6985.593262,7248.673828,5013.500977,5549.911133,6912.903809,6636.680176,6424.873535,6462.865723,7366.916992,5826.019531,6477.369629,6135.849121,6845.830566,6344.170898,7603.053223,6670.707031,6978.65625
Q90478,917.6911621,910.2814941,871.0142822,861.1337891,881.2469482,886.6835327,916.6292114,814.6308594,911.1389771,870.8857422,776.7816772,813.1298218,844.6837158,967.0136108,915.0839233,845.6602783,911.7155762,859.5656738,857.8979492,846.5150757,934.0690918,780.6947632,1009.044922,841.1784058,903.2579346,967.9164429,921.3959351,872.8609009,919.8330078,945.6135864,894.5377197,913.7055054
Q90479,440.6054077,450.0187073,432.8695679,412.7064209,418.7338562,400.3212891,438.362915,470.4772339,489.2261353,464.8814392,397.205658,440.9472656,414.23526,442.2950134,460.6001587,469.6097107,444.8696899,448.3860779,494.6364746,436.6234131,422.9046936,398.9655457,427.8096924,395.0981445,470.3267212,454.8365479,490.8388367,417.9110718,466.6442566,402.6646118,471.7203674,364.9936829
Q90486,100718.1094,93787.53906,89948.16406,103746.0156,83284.28125,101879.4219,89730.76563,99751.71094,88002.78125,91790.375,80125.25781,122130.8672,108743.3281,89487.09375,99703.51563,95504.42969,125217.3516,67529.67969,66157.89844,80488.39844,83889.19531,69244.49219,113495.375,95737.53125,121927.0859,83982.74219,97107.03125,85120.15625,88641.67188,95165.33594,94624.625,92190.80469
Q90487,78303.77344,70514.98438,63326.3125,79599.46094,64460.43359,73687.19531,67037.85938,70550.97656,62638.12109,65915,59077.55859,77030.3125,83318.86719,67540.45313,72205.34375,62872.78516,88550.28125,50937.46484,47935.09375,59740.53516,63255.91406,47934.66016,95679.13281,60489.26953,90842.38281,63203.85156,75156.23438,50702.96484,67143.65625,71429.14844,59212.44922,58187.625
Q90WX5,68.55003357,NaN,NaN,NaN,48.97831345,NaN,NaN,47.3605423,74.36808777,NaN,60.61556625,NaN,NaN,NaN,51.45274734,NaN,40.86951065,27.72667313,51.0449295,NaN,42.94781876,18.79780388,NaN,NaN,50.47080994,60.66480255,53.2850914,84.2802124,NaN,NaN,43.91411209,NaN
Q90WX6,NaN,98.59113312,NaN,42.58958817,98.88417053,68.62150574,76.63461304,122.6221161,71.48267365,89.74821472,83.83029175,63.48238754,66.46926117,101.6456451,72.75167847,121.6668625,NaN,90.07777405,113.0643845,91.30871582,60.07882309,86.33138275,65.17731476,118.888649,93.89191437,69.13922119,49.91121674,132.5245361,81.37643433,66.56225586,66.73800659,64.48862457
Q90WY5,61.34010696,39.87931824,47.01380157,60.87075043,52.12436295,52.44011307,54.54796219,59.03369141,44.62721252,55.39828873,39.0112915,47.51866531,48.15171814,50.6609993,50.44847107,49.40660095,48.01294327,34.02946091,49.23596573,49.40890121,37.47773743,42.49162674,44.39810562,60.17242813,49.42858887,74.78199768,47.46767426,85.43089294,56.61003876,49.18238449,49.53250885,30.67555428
Q90X33,NaN,NaN,NaN,NaN,90.54357147,122.0104523,NaN,NaN,NaN,267.9789734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122.198555,NaN,NaN,NaN,381.3884888,95.3274231,NaN,130.541214,149.2132416,NaN,NaN,141.6241608,114.0921097
Q90X38,65.28423309,65.55521393,57.03673172,65.34273529,57.81814194,65.03778839,56.27294159,58.48168564,61.95631027,59.05351639,57.32701111,59.91137314,60.70532608,57.1606102,52.71587372,56.64974213,54.10855865,52.26212692,53.61512756,52.8531723,62.59008026,56.71266174,59.56616974,59.49657059,63.19518661,64.25102997,59.3236351,58.10151291,60.54647064,53.28521347,55.2902832,60.4169426
Q90X40,48.14348221,42.85438919,49.78236771,68.31758881,55.98742676,NaN,43.09430313,51.50456619,55.06835175,67.14517975,51.63085938,NaN,54.77101898,43.8225975,47.82612991,38.69416809,54.03908539,31.90885925,41.90128326,54.49512482,52.49637604,47.42259979,44.43854904,81.95838928,67.01966095,63.4082222,54.90149689,54.55613708,62.97634125,77.76112366,52.87796021,68.09187317
Q90X41,359.7563171,361.9404907,341.5350037,349.3769226,336.3804932,406.2284851,344.079834,345.0483093,385.3640442,385.1713867,373.6169434,378.2601318,369.765564,343.522522,359.8282471,346.3060913,347.8835754,285.789032,310.3646851,345.3874207,357.3343811,325.9258118,342.5079346,379.1594238,388.2322083,367.4154358,366.0947266,384.3544922,368.0364075,351.2031555,323.9211121,358.4094543
Q90X44,187.2217407,192.102005,170.7903748,190.7751617,156.5147705,211.4099274,188.3783722,160.5960083,166.9415131,210.436615,160.2914886,233.585495,179.1844025,176.1870422,187.0399017,169.8436127,171.1466827,162.4408264,171.5191803,171.9669342,168.6347046,167.2129059,160.2635498,187.3369904,224.5024261,190.8168335,171.9268494,215.3554688,189.865448,153.581604,189.427597,212.9654846
Q90XA8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.572870255,4.953173637,8.836730003,NaN,NaN,NaN,NaN,NaN,8.291238785,9.141411781,5.991125584,NaN,12.34079361,3.814778566,NaN,7.192583084,13.33310795,NaN,5.239563942,1.680923462,7.864748001,NaN,NaN,NaN
Q90XF2,486.7142944,462.1221008,496.4628601,483.6460266,508.6157837,478.2564697,529.4299927,440.1495972,452.6802673,527.6514893,450.4936829,476.6641541,489.6553345,477.6200256,498.5942078,517.8233032,546.8231201,538.9416504,420.4476013,491.681488,427.7345886,433.2237549,471.1257019,508.7014465,496.2381592,526.3300171,443.0942993,447.2521973,464.4678955,531.3583374,485.3180237,536.7336426
Q90XG0,39235.6875,38692.91406,36815.90625,44045.94141,35450.87891,46236.42578,42162.09375,35133.50391,38395.24609,41671.99219,38896.32813,35979.49219,40502.37891,37780.96484,41492,37816.60547,39991.58594,32499.47852,30756.57813,42809.625,41647.10156,40332.70703,40144.87109,40918.8125,44125.28125,43791.23438,37277.41016,43040.08984,42551.10547,46987.0625,37958.19531,41852.48438
Q90XH2,84.03068542,97.66077423,71.80751801,95.15203857,112.2587738,111.5704956,82.4682312,75.2121582,94.30770874,99.12690735,80.36633301,93.37663269,93.58557892,106.5234146,63.12926102,88.24755096,90.00471497,107.3007202,100.5596085,91.23483276,84.92352295,71.02967072,79.20606232,85.84637451,92.68984222,81.26960754,86.7942276,91.89234924,88.44676208,61.78077316,81.27256775,96.86479187
Q90XS8,2669.951904,2761.104736,2089.885986,2936.178955,2506.428223,2705.255127,2214.364014,2349.584717,2405.657227,2561.09082,2618.538818,2512.792969,2569.353516,2772.764893,2767.335938,2177.827637,2385.300781,2474.795654,2183.011475,2510.584961,2507.021729,2305.984863,2820.110107,2678.584229,2960.905273,2696.276855,2637.739502,2661.767578,2993.213135,2657.140869,2571.019531,2652.255127
Q90Y37,163.9871063,184.4735107,176.6681976,173.2930603,192.0398407,182.2310486,185.4464111,181.7323456,186.9655304,183.9674377,165.582428,188.7993317,196.8529663,174.2973633,174.4918365,191.1075745,171.9641724,197.3146057,185.9637299,173.8968353,186.6244965,184.0638428,165.8278351,192.2069397,167.1789246,197.1334229,176.4217834,194.2997742,196.8672791,186.1673889,182.2825623,178.4052887
Q90Y50,117.6856766,149.8480072,173.5430145,176.9692688,155.8159027,179.8863068,149.4010925,151.4274292,148.815918,146.2296753,157.5932007,143.9315948,135.0182648,148.66922,160.4275665,150.7681122,156.1855469,156.160614,141.7582245,158.5206146,148.6440125,149.7479401,159.1500854,154.9130859,136.3596649,141.0401917,153.3895721,180.2296448,149.2338562,146.8459015,134.2884674,157.5402374
Q90Y57,NaN,14.08884525,31.35767365,31.46200562,19.35622215,27.14619446,20.42537308,NaN,NaN,26.92606163,17.82980728,17.62137032,NaN,NaN,NaN,15.74619293,13.63359642,51.30761337,31.8913269,24.77429771,NaN,16.16051292,27.34096718,24.25859642,38.63774109,9.09691143,31.04049492,NaN,26.62242126,27.70208168,16.94949913,13.27963066
Q90YJ7,1788.107788,1553.166016,1679.611206,2112.293701,1597.035522,2279.867432,1610.050049,1459.517334,1228.873901,1856.429565,1117.251831,1668.211426,1916.455566,1231.557495,1759.806641,1344.323853,1609.847778,783.2338867,775.7848511,1749.471558,1410.855225,1502.650757,1465.373901,1413.330322,1436.051392,1772.654785,1154.761353,1164.29895,1600.556519,1987.875,1518.08728,1812.779297
Q90YM0,1114.855835,1027.963135,988.2405396,994.8502197,1094.846191,1056.822266,958.9173584,1018.39447,964.8613892,1054.395508,934.4370728,1073.972046,1039.14624,977.7686157,1028.412964,1012.868774,1064.31665,892.046936,931.4017334,1048.427979,977.8532715,982.6247559,951.9190063,1033.165283,996.048645,1040.562866,973.3984375,1036.694702,1069.164551,1032.036255,1026.151978,1077.438354
Q90YM8,2463.127441,2493.283447,2320.631104,2479.571777,2361.109131,2389.961182,2291.733154,2372.924805,2319.743896,2363.057617,2629.952637,2486.841553,2520.566895,2280.28418,2364.112061,2354.921143,2276.40332,2437.438721,2293.475342,2339.688965,2276.050049,2171.143799,2238.392334,2272.046387,2309.307129,2437.646484,2242.352783,2277.355225,2318.234375,2438.032227,2329.016846,2388.552979
Q90YX4,28.52196121,19.11214066,13.94565201,NaN,NaN,NaN,21.58558083,NaN,28.43924904,16.13199043,NaN,NaN,NaN,24.9307785,21.13928413,24.27366066,25.61381149,29.3936615,25.58787918,31.68195343,14.16931057,16.73713112,25.42612457,NaN,37.28737259,NaN,34.23907089,27.15127182,23.6642971,32.91906357,NaN,NaN
Q90YY7,NaN,102.8229828,NaN,106.7606506,NaN,109.5022125,58.468853,129.4892731,91.90497589,129.2913513,91.78608704,95.01311493,80.84700775,114.3698196,75.03988647,114.8725891,101.9002609,89.40093994,64.19297028,71.2845993,77.03630829,113.4081726,79.96790314,NaN,82.30400085,87.09414673,75.85622406,NaN,NaN,82.42912292,92.31803131,NaN
Q90Z10,1889.388428,1918.640381,2227.009033,2327.759277,1935.043091,2339.687256,2059.311035,2061.211914,2104.003174,2133.703613,2204.741211,2092.927246,2072.503174,2049.105713,2053.394531,2020.950562,2053.886963,1612.677979,1676.179443,2158.588867,1990.331543,2100.841797,2159.286133,2027.567627,2316.752441,2151.420654,2099.78833,2274.249756,2118.929199,2120.577881,2124.119141,2101.708496
Q90Z31,361.1940918,437.1971741,374.1523438,344.1261292,403.4596558,351.6693115,371.4905396,405.5664673,382.24646,411.2313538,390.1302795,397.271759,390.0187073,405.5775757,323.4944458,347.6214294,377.334137,326.0635681,394.6669006,325.8739624,385.1231689,355.9723816,379.0914612,295.9935303,399.7780762,330.9646301,356.2809143,344.5967712,380.217041,375.857666,371.9261475,355.0164185
Q90Z32,160.6837769,166.0234985,170.8473358,212.9942017,194.1368408,123.176239,169.7180939,181.9068756,184.4514313,168.8212433,219.6559601,180.2566986,179.6419373,183.3496094,189.2741089,190.0724487,163.3858337,172.3475037,228.2942657,174.3227081,156.2431641,172.9525604,234.6573792,203.6378479,170.7520599,200.8884583,231.1661835,240.3994904,224.0034943,197.897049,214.2024078,169.9504547
Q90Z33,81.32172394,86.1047821,86.38148499,80.37620544,93.56965637,99.94290924,91.52875519,96.57929993,103.6094666,94.36148834,104.6685715,102.1463547,89.10540771,107.2187576,120.8243408,107.0118713,80.60109711,110.832077,108.2569885,81.294487,101.7336884,104.2705765,111.4877472,97.215271,107.2386398,106.0179443,105.9394531,129.7268524,105.2526779,101.3962402,116.222847,114.945076
Q90Z34,2672.337891,2226.225586,2353.4729,2713.403564,2399.682861,2085.607178,2261.953857,2131.002686,2057.590576,1949.917236,2144.639404,1935.560059,2187.893311,2430.662354,2163.406982,2467.969971,2272.20459,2263.087891,2097.053711,2134.647217,2293.066162,2570.858887,2203.426758,2299.586426,1741.099487,1883.647705,2000.715942,2127.862305,2066.013672,2076.401123,2266.879395,2422.107178
Q90Z40,2257.816162,2407.446777,2367.909668,2336.547119,2184.561035,2890.158203,2866.395996,2483.059814,2752.762207,2590.713623,2761.606445,2527.64209,2564.856689,2675.647217,2757.636475,2315.936768,2663.095215,2492.318115,2563.747314,2435.223633,2617.786621,2564.216797,2728.113037,2971.661865,2817.724365,2535.306885,2390.161621,2489.30249,2614.618652,2847.953857,2616.18457,2598.924316
Q90Z77,223.7230377,230.272644,242.8690491,299.9323425,343.3007813,269.7816772,215.6546021,231.8034363,280.6325684,244.0538483,311.3788147,289.6802368,267.9286194,267.1381531,287.81073,201.5787659,271.7874756,293.3014832,198.1772308,308.0818787,252.7138367,199.5959625,243.6605377,238.6188049,218.5411377,250.5802002,340.9804688,224.0663605,333.5363159,312.9446411,277.6546936,267.9908142
Q90Z98,434.5224609,354.7544556,376.3578796,386.6781311,365.9743652,364.1772156,363.5802002,372.6937866,361.6816101,316.5596619,321.4069214,349.7472534,416.4470825,358.1567688,372.3798523,358.3639526,386.5416565,293.0075378,354.5393066,351.9218445,359.457489,377.1069946,357.961792,376.5895386,322.2128601,434.1380005,332.1914368,404.550354,357.9213867,423.8783569,381.8583069,398.3668213
Q90ZC5,392.2992249,369.4117126,367.2542114,379.8763428,399.3235168,369.2722778,353.2591248,372.899292,379.3822937,343.9244995,392.4413147,355.2862854,401.6992798,372.3911438,382.8016052,354.7637634,365.5637817,375.5954285,375.9762268,360.0951538,355.1840515,338.4034424,364.3242493,410.1570129,367.2885132,362.0800781,380.856842,325.9821472,355.9100342,368.3047791,372.2250061,404.5746155
Q90ZE4,53.52116776,39.21336365,53.83357239,55.55105972,43.22420883,47.71335983,70.86167908,30.08134842,44.07194138,34.56760025,42.99565125,49.33188248,47.52080917,52.20233536,39.21231079,42.6704483,45.9781723,47.02326584,52.64283752,36.50780487,46.76696396,55.2248497,44.80563736,71.28446198,45.86693192,47.08909988,45.97154617,46.35006332,50.85560608,71.57628632,64.30218506,44.26207352
Q90ZL2,2132.542969,2022.892456,1865.857544,2243.021729,2029.509521,2127.154785,1997.326172,2235.85791,2122.430908,2032.366821,2077.379883,2184.676758,2019.333252,2109.504395,1981.099854,1877.765747,2454.402344,1744.655884,1807.533325,2045.370361,1964.161743,1895.743164,1926.708252,1968.005249,2074.030518,2189.186523,2040.295898,1882.036377,1986.475464,2121.76123,1978.813965,2190.808105
Q90ZM2,729.1575928,776.9234009,668.0358887,717.6065063,685.0715942,718.427063,648.6849976,705.6435547,676.1063843,695.2886353,769.9573975,713.5113525,695.6894531,668.6928101,679.1675415,728.1669922,701.3335571,596.3552856,696.3475342,663.7961426,657.4668579,664.3134155,686.3880005,725.8023071,753.9746704,737.6046143,708.4696655,740.1948242,707.086792,687.1193237,672.9232178,758.6717529
Q90ZN9,24.71900749,33.42919159,33.13972855,19.99138832,41.46956253,44.56040955,30.41467476,35.76477814,32.04211426,31.06410408,22.61196518,26.76799583,29.2618885,44.32636261,32.49384689,36.39445114,30.05822372,33.37371445,33.49918365,36.69227219,29.64005089,34.47814178,33.02682495,25.36571884,29.88045502,33.54149246,27.89981079,36.74809647,30.84662819,35.29204178,34.56046295,31.6440239
Q90ZZ0,60.72110367,45.89647293,51.05966949,60.16812515,45.68515396,33.2138176,48.2355423,49.45938492,46.61190414,50.7416153,46.16474152,48.41115189,42.02280045,39.64149857,62.25760651,41.99736786,47.88115692,36.88102722,36.48921204,42.14045715,54.03505707,41.0283432,41.30882645,61.36837387,50.18826294,38.75771713,40.94816589,35.25799179,48.25527191,63.12700272,51.9656601,83.85447693
Q90ZZ8,994.28479,1119.921265,964.5263062,1029.127319,1172.464844,1056.496582,908.7850952,1009.916016,960.220459,853.2097168,1039.080078,1037.130859,1019.798645,1005.89563,897.1724243,1091.782715,994.059082,890.3771362,916.7164307,1068.280518,1009.816711,870.3425903,958.9719849,978.263916,979.0210571,806.3929443,895.8224487,922.6607056,1053.155762,933.1235352,1027.023438,989.0536499
Q91398,611.9470825,602.680481,636.8807373,603.7570801,618.5675049,623.3037109,551.1949463,610.8944092,630.6320801,606.4077759,640.671814,602.7879639,575.713562,631.6078491,618.0526733,550.4071655,590.2190552,567.5974731,577.5267334,643.9244385,597.4330444,608.5549927,599.4727783,553.8942261,558.5072021,673.3293457,615.4916382,632.8359375,622.9725342,636.8435669,605.7000122,636.1813354
Q91430,66.68429565,104.8101349,67.84483337,92.44087982,69.50448608,117.8201218,67.86652374,63.22586823,87.42150879,85.80903625,74.10599518,39.55448151,81.02228546,77.16505432,62.05612946,73.28948212,69.36467743,64.12949371,65.85015106,81.61760712,63.22004318,72.56867218,85.40411377,92.73633575,71.53757477,94.2960968,75.29320526,82.50053406,81.94261932,64.51157379,70.4535141,95.20933533
Q91981,60.55551147,57.51477814,41.28534317,44.58460999,46.89354706,49.01068878,58.22873688,62.90771103,44.10729218,84.12452698,54.63314819,45.70510101,76.58309174,60.68691635,38.27673721,48.95467377,52.10250473,70.65694427,50.48730087,38.52117157,62.32528305,69.57814789,60.42126465,43.39596558,64.01228333,55.53219604,55.74962234,52.61619949,57.32540512,88.92106628,47.88351059,60.74999237
Q91994,17.83702087,26.76435852,23.09811592,17.25867271,24.65769196,33.97494507,29.65596581,16.08153343,16.61041451,35.86946106,22.07266235,27.73616409,37.96749878,10.65913868,20.33442307,18.7942524,17.9508667,36.08631897,25.93731117,17.38103294,14.39179134,11.065135,19.47900009,31.17918396,23.96303368,21.94571304,26.43252563,14.97306824,25.76309204,48.85775375,28.99879074,27.72363281
Q92005,1408.678101,1455.763672,1278.523682,1471.350952,1301.514282,1502.78479,1379.929321,1250.290527,1334.435913,1173.318848,1615.12085,1250.522827,1555.973755,1343.525635,1288.932861,1214.603027,1288.107178,1406.076172,1276.145386,1401.420776,1368.264526,1331.394775,1364.932373,1209.458252,1472.33728,1296.845703,1300.948975,1209.192627,1370.35376,1307.359131,1298.112061,1226.498779
Q92047,819.6306763,831.8294678,849.9377441,943.6356812,856.2196045,846.6928101,938.8433838,813.050415,896.4623413,927.7250977,996.4931641,996.0419312,897.6521606,858.5494995,853.4150391,921.0657959,1015.5849,914.1941528,835.4553833,868.961853,825.7904053,818.7781372,843.2337646,891.5241089,928.1740112,822.5075684,912.1598511,947.8396606,939.7470703,994.5152588,867.6732178,935.322876
Q92051,5995.621094,5831.885742,5067.452148,5943.756348,5540.092773,5647.157715,4646.763184,6011.884766,4824.057129,4952.92041,5721.203613,6096.692871,5946.945313,5709.029785,4759.798828,6413.866211,6281.08252,5708.336914,5883.497559,5508.061035,4323.867676,4529.041992,5661.488281,4886.354492,5151.800293,5014.800293,5161.809082,4516.523438,4968.983398,4992.383301,5605.849609,5093.471191
Q98870,174.1051331,173.4195862,149.8648529,164.7112885,153.5491028,169.0963745,145.7014923,155.8807831,152.9319916,156.0903168,149.9364319,174.5033264,134.8771057,144.972641,165.7657623,152.8197479,154.1894226,158.9648438,143.9025269,155.6587219,154.6837616,147.1528168,131.9430389,174.2254181,166.2905884,157.4665375,161.8764038,171.4224243,161.8505707,138.4529419,160.9142456,172.7965698
Q98874,455.4044189,450.8918762,422.9107971,492.9660645,440.2306213,455.6281738,460.572998,453.9770508,463.9744873,468.6409607,364.9866943,448.0647888,419.4543762,388.4828796,444.4556274,407.8570251,389.4841309,438.5054932,438.6001282,403.5704041,382.6517639,384.160675,413.7921448,475.2630615,465.6323547,374.2009888,432.8144226,518.847168,404.7718506,437.5163879,389.7185364,418.7184753
Q98881,95.01578522,89.6465683,85.95851898,74.38355255,74.21619415,85.38647461,80.03704071,95.37939453,103.6486893,97.18359375,70.04666138,112.2712555,93.85506439,100.1139908,87.85319519,72.87498474,88.63702393,91.39406586,101.891037,74.85538483,86.41893768,98.27602386,71.7335434,100.417717,88.01076508,86.70011902,90.94538116,97.73110199,89.03042603,80.40558624,69.04749298,77.62561798
Q98SP7,51.62332535,58.95061874,56.27373886,60.02423096,57.18376923,68.05219269,59.38661194,59.06786346,57.75039673,55.27508926,59.84873199,61.59570694,49.34906387,60.90129852,60.23944855,61.32035065,50.86674118,80.21340942,58.09584808,68.35197449,56.22822571,55.38912201,59.53972244,60.08004379,61.23360825,57.83264542,61.48160553,86.52829742,60.14893341,55.62026978,57.1042366,59.74976349
Q98SV1,874.9275513,730.3945313,653.4294434,1115.877075,822.6642456,973.3448486,935.0671387,841.4559326,806.4384155,795.6773682,913.1392212,1054.956909,825.8728027,663.9058838,771.083313,884.7869873,714.5212402,672.7318726,795.7158813,1031.230347,798.2228394,820.3550415,728.9910278,892.2510986,844.93573,1096.352295,857.8773804,789.6124878,700.6842041,881.7340088,786.6651001,1055.433594
Q98TS3,293.7261963,249.2454987,310.6307068,323.0844116,325.9644165,326.3121643,277.7849426,253.1535797,246.0770264,250.6241608,282.3249817,307.5979004,271.2443542,263.5010071,264.0437012,283.0758972,278.1117554,220.7208099,294.4231262,307.0594482,246.9714508,235.7405548,244.2963715,291.2364197,257.0188904,293.7661743,247.8214569,356.7008972,247.6748352,307.1639099,278.3677979,293.4170227
Q98TT9,393.5012512,331.1798706,345.8482056,344.4862366,368.5435181,367.750946,419.5838318,352.9564209,345.6925964,400.896698,302.5357056,372.3656616,364.3994446,368.8923035,321.348999,396.2439575,402.0127258,348.214447,361.3034363,329.3205261,360.3013306,379.210144,353.2599792,359.5710449,342.3970337,342.9845581,415.6836548,412.5028687,313.6893311,365.8141785,402.8456726,348.2419434
Q98TU2,17.01491165,18.89702797,20.61929512,NaN,31.64947701,21.27649498,25.68234634,21.04847527,22.80036354,20.4420433,26.80561256,30.2460537,25.45051956,23.76769257,27.63479424,23.86004066,33.52635956,21.29518509,24.68441582,25.01419258,20.23075867,21.14353943,25.99180412,21.38626671,32.73371887,29.27843285,29.48199081,32.75173187,19.79290581,30.21388435,37.89824295,41.05377197
Q98TU3,393.8122253,476.3525085,493.3667297,430.8639221,510.241394,470.2732544,448.4163208,478.1159058,473.8912964,465.9950562,424.7271118,473.2523499,437.4478455,503.6172791,444.827301,502.4122009,421.6990356,342.5728455,489.1172485,434.1073608,419.551178,471.2428589,453.0622559,390.5629578,399.0357971,385.6718445,433.8965759,436.6775818,450.77005,546.536438,450.3031616,534.4188843
Q98TW1,27.43142509,29.21461487,28.31758881,37.6379776,37.63009644,44.94351578,27.84165573,28.57593727,36.10754013,43.23497391,32.75308609,41.75704956,23.14983559,28.66086006,24.74339485,36.15884399,30.54253769,27.97920418,31.15136528,33.6190033,32.83449173,32.66255569,35.43147659,24.95929909,39.6365242,34.35071182,33.00793457,46.66358185,31.31125259,32.90848541,24.74168205,29.16842461
Q98TZ8,4057.786621,3726.526611,3441.60083,3376.480713,3404.281738,3709.563232,3364.178955,3843.725342,3563.736572,3657.54541,2983.258789,3641.861084,3882.744873,3166.379395,3362.368896,3022.049561,3389.751465,2916.613281,3255.454346,2974.418213,3064.708984,2891.210938,3168.867188,3315.832764,3852.717529,3570.137207,3193.104492,4112.533203,3566.626221,3641.90625,3351.037598,3545.578613
Q98UI8,182.5287781,188.9794922,231.6396484,199.0377045,163.8266144,229.1199493,166.4140015,224.9445648,216.3643646,212.7809448,214.6720734,219.3042908,225.2108154,184.2945862,219.795517,184.2397919,176.913147,202.432373,205.861084,204.7794952,173.9185028,183.8933258,166.9892731,198.0473938,260.5475769,233.543808,214.0671539,204.1779633,184.259079,202.7920074,183.7023773,208.6643372
Q9DDE3,587.0844727,504.3984985,476.354126,521.3148193,482.1928711,444.1400146,496.1368103,462.3223267,518.4095459,531.7493896,465.5620728,487.3343201,485.4931641,487.4150696,509.0319824,512.7322998,501.5891724,517.1032104,517.6290894,489.8644104,559.2244873,494.6242676,516.90802,476.3269653,464.2157288,475.1932678,539.6838379,487.3845825,549.8465576,501.5679932,521.9280396,495.7938232
Q9DDG2,1864.967651,1990.851318,2067.04126,2325.847656,2121.661133,2255.898438,1926.719116,2243.623535,1889.387329,2153.841309,2044.158447,2219.871826,2132.802734,2270.258545,1602.855225,2412.946045,2157.68457,1772.231445,2174.204346,1794.443848,1714.562378,2118.31665,1558.181396,2253.849365,1811.269653,1586.09375,1670.998291,2462.118652,1577.7677,1958.209473,2124.365723,2035.907837
Q9DDJ0,237.4677124,196.2577209,194.4575348,131.866272,194.5138245,205.3572845,210.516449,156.9019623,197.2534332,131.9772034,176.1566925,130.6017609,130.1714783,202.8946228,138.6049347,132.7872009,138.0348358,158.8508911,145.7177887,152.9750824,143.7684631,136.7636108,121.6991577,93.09555054,125.7758408,104.9100189,127.6716461,102.1572037,180.4273682,132.9259338,102.9475174,116.1789322
